1.00 1 7 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
10.00 3 16 | 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
15.00 4 23 | 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0
20.00 5 29 | 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0
24.00 6 32 | 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0
29.00 7 38 | 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0
32.00 8 41 | 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0
37.00 9 47 | 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0
39.00 10 46 | 1 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0
44.00 11 52 | 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0
45.00 12 51 | 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0
50.00 13 57 | 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
53.00 16 65 | 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
54.00 17 62 | 1 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0
57.00 20 70 | 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
58.00 23 77 | 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 0
59.00 26 84 | 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0
60.00 29 92 | 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0
61.00 32 101 | 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1
62.00 36 108 | 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
63.00 40 117 | 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1.00 1 7 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
3.00 3 8 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
10.00 3 16 | 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
4.00 4 5 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
13.00 4 22 | 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0
15.00 4 23 | 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0
5.00 5 12 | 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
20.00 5 29 | 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0
18.00 5 25 | 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
22.00 6 31 | 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0
24.00 6 32 | 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0
7.00 7 13 | 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
14.00 7 21 | 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
29.00 7 38 | 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0
25.00 7 30 | 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0
19.00 8 28 | 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0
